"","taxrich","effort_rich","proso_rich","Age","female","Income","Education","party_left","party_right"
"2368",0.5,0.83333331,0.83333331,49,1,0.89999998,0.83333331,1,0
"2369",0.5,0.66666669,0.83333331,59,1,NA,0.16666667,1,0
"2370",0.5,0.83333331,0.66666669,49,1,0.5,0.16666667,0,0
"2371",0.5,1,1,66,0,0.40000001,0.16666667,0,1
"2372",0,1,0.66666669,49,1,0.69999999,0.5,0,1
"2373",0.5,0.5,0.5,51,1,0.5,0.5,0,0
"2374",0.5,0.33333334,0.66666669,61,1,0.2,0.83333331,1,0
"2375",0.40000001,0.83333331,0.66666669,50,1,0.69999999,0.5,1,0
"2376",0.5,0.66666669,0.5,43,1,0.60000002,0.66666669,1,0
"2377",0.60000002,1,0.83333331,66,0,0.69999999,0.83333331,1,0
"2378",0.60000002,0.66666669,0.66666669,58,0,1,0.16666667,0,1
"2379",0.40000001,0.66666669,0.16666667,66,0,NA,0.83333331,1,0
"2380",0.5,1,0.66666669,47,1,NA,0.16666667,0,1
"2381",0.80000001,NA,NA,26,0,NA,0.16666667,1,0
"2382",0.5,NA,NA,63,1,NA,0.5,0,1
"2383",0.1,0.5,0.66666669,62,1,0.69999999,0,0,0
"2384",0,0.5,0.33333334,73,0,0.2,0.5,1,0
"2385",0.2,0.66666669,0.66666669,68,1,0.40000001,0.5,1,0
"2386",0.60000002,0.83333331,0.66666669,30,1,0.2,0.16666667,0,0
"2387",0.80000001,0.83333331,0.83333331,61,0,1,0,0,1
"2388",0.1,0.5,0.5,52,1,0,0.5,0,0
"2389",0.60000002,0.66666669,0.66666669,68,0,NA,0.16666667,0,1
"2390",0.5,0.83333331,0.83333331,38,1,0.40000001,0.5,0,0
"2391",0.5,1,0.5,23,1,0,0.33333334,0,0
"2392",0.5,1,0.66666669,37,0,0.40000001,0.33333334,1,0
"2393",0.5,0.83333331,0.66666669,41,1,0.30000001,0.16666667,0,1
